Food_Category,Moisture_Content_pct,pH,Water_Activity,Protein_Content_pct,Fat_Content_pct,Storage_Temp_C,Relative_Humidity_pct,Packaging_Type,Preservative_Conc_pct,Shelf_Life_Days
Meat,60.6,6.22,0.972,19.8,3.7,0.5,80.3,Vacuum Sealed,0.234,3.9
Seafood,61.3,6.57,0.985,16.2,7.6,6.9,35.2,Standard Plastic,0.277,1.0
Meat,66.6,6.44,,20.4,9.8,19.0,72.3,Modified Atmosphere,0.026,1.0
Dairy,59.6,4.88,0.987,3.9,6.2,12.4,43.8,Standard Plastic,0.059,2.8
Beverages,96.6,6.11,0.99,2.9,,12.4,67.7,Standard Plastic,0.42,39.5
Produce,81.4,5.42,0.968,2.8,0.1,4.4,61.8,Glass,0.139,5.5
Bakery,31.9,5.97,0.936,8.8,22.5,1.3,57.6,Modified Atmosphere,0.011,6.6
MEAT,40.1,6.69,0.892,8.2,9.5,4.0,,Glass,0.021,5.9
Meat,61.1,5.89,0.976,23.9,,18.1,67.7,Vacuum Sealed,0.155,1.3
Dairy,72.2,6.32,0.983,6.8,3.5,2.2,75.4,Standard Plastic,0.216,8.2
Meat,58.8,5.58,0.986,21.9,11.2,8.9,50.8,Cardboard,0.321,1.0
Bakery,32.0,6.16,0.844,7.2,16.4,26.5,63.2,Cardboard,0.118,2.4
Meat,58.7,6.13,0.989,23.6,5.3,0.4,71.0,Standard Plastic,0.292,3.3
Produce,82.4,6.09,0.956,1.1,1.9,24.1,54.9,Cardboard,0.071,1.1
Beverages,93.4,3.19,0.989,1.9,1.3,13.4,60.9,Cardboard,0.156,144.1
Beverages,99.0,5.74,0.983,0.8,1.5,13.8,50.3,Modified Atmosphere,0.448,64.1
Meat,69.5,6.27,0.971,27.6,18.8,19.1,63.8,Modified Atmosphere,0.273,1.2
Dairy,79.1,5.19,0.979,3.6,5.9,10.2,36.4,Modified Atmosphere,0.014,4.5
Seafood,78.3,6.08,0.984,18.2,5.4,3.7,78.8,Vacuum Sealed,0.025,2.7
Bakery,35.1,5.55,0.873,7.1,16.2,7.5,40.9,Standard Plastic,0.116,5.4
Meat,65.9,5.91,0.978,23.4,11.5,3.4,62.2,Modified Atmosphere,0.063,3.0
Meat,63.9,5.78,0.969,23.4,7.0,0.8,79.8,Standard Plastic,0.172,3.5
Bakery,37.4,7.29,0.813,11.8,17.2,13.1,63.7,Standard Plastic,0.234,5.3
Condiments,36.3,4.43,,3.1,11.9,12.0,42.8,Standard Plastic,,119.8
Snacks,13.7,5.45,,6.6,,11.2,50.8,Glass,0.486,214.2
Snacks,14.6,5.8,,9.0,19.5,24.7,40.0,Standard Plastic,0.324,151.5
Dairy,66.7,4.31,0.974,4.2,3.4,24.5,49.0,Cardboard,0.089,3.1
Dairy,72.1,6.69,0.97,3.7,2.6,7.7,70.6,Standard Plastic,0.138,4.0
Seafood,61.4,6.6,0.979,17.3,11.2,22.7,80.8,Vacuum Sealed,0.164,1.0
Snacks,9.1,6.15,0.345,4.3,27.1,22.1,48.1,Modified Atmosphere,0.38,191.9
Snacks,2.8,5.23,0.628,8.4,34.1,12.6,33.3,Modified Atmosphere,0.122,146.2
Snacks,5.0,5.41,0.357,3.7,32.8,13.3,55.8,Standard Plastic,0.314,153.8
Bakery,40.0,6.82,,7.8,9.2,16.2,86.6,Glass,0.434,5.6
Condiments,,3.71,0.899,3.1,17.9,10.4,49.5,Vacuum Sealed,0.372,217.4
Condiments,50.5,3.67,0.773,2.8,15.4,16.8,55.2,Modified Atmosphere,0.083,224.5
Dairy,73.6,6.49,0.955,4.5,5.2,7.6,69.9,Cardboard,0.116,4.0
Condiments,43.3,4.72,0.89,1.8,10.9,24.3,62.4,Cardboard,0.221,95.4
Dairy,63.0,6.11,0.982,7.1,7.8,15.4,39.8,Glass,0.468,3.2
Produce,87.3,4.96,0.985,1.6,0.2,9.2,89.8,Modified Atmosphere,0.027,2.9
Produce,87.4,4.56,0.981,4.8,1.3,3.7,,Vacuum Sealed,0.436,11.4
Produce,,4.6,0.969,2.2,1.4,16.6,48.6,Standard Plastic,0.097,2.2
Seafood,72.3,6.42,0.982,17.6,5.2,11.1,86.2,Standard Plastic,0.318,1.0
Dairy,74.8,6.78,0.961,5.1,3.9,3.1,78.0,Glass,0.087,6.4
Seafood,74.9,6.77,0.973,24.0,1.1,5.4,,Standard Plastic,0.447,1.0
Snacks,8.5,5.97,0.474,9.9,31.7,2.6,55.0,Glass,0.216,148.3
Condiments,,4.91,0.843,2.3,27.3,3.4,76.8,Standard Plastic,0.345,120.6
Bakery,39.7,7.11,0.852,10.5,22.0,2.5,90.1,Standard Plastic,0.435,5.3
Produce,,6.34,0.955,4.0,1.0,11.9,37.2,Standard Plastic,0.123,3.0
Dairy,78.1,6.78,0.989,6.1,0.5,2.6,69.4,Vacuum Sealed,0.048,7.6
Produce,87.2,4.9,0.964,4.5,,23.0,83.0,Cardboard,0.44,1.6
Produce,83.8,3.7,0.965,1.0,0.2,7.2,88.9,Glass,0.041,5.0
Dairy,46.2,6.25,0.986,7.5,9.3,14.0,61.3,Vacuum Sealed,0.281,3.5
Bakery,34.7,5.77,0.871,6.2,15.9,26.3,44.3,Modified Atmosphere,0.227,3.2
Snacks,8.2,6.74,0.367,10.5,26.3,17.1,44.1,Cardboard,0.421,110.8
Dairy,51.0,4.54,0.981,7.3,6.2,17.6,54.2,Standard Plastic,0.489,4.3
Bakery,39.9,5.59,,8.6,18.4,1.7,33.5,Standard Plastic,0.444,8.6
Condiments,59.0,4.51,0.762,3.0,18.6,18.7,54.5,Modified Atmosphere,0.267,374.4
Meat,69.0,,0.99,20.5,3.7,10.1,90.8,Vacuum Sealed,0.294,1.3
Produce,79.1,5.0,0.981,2.7,0.8,24.0,79.9,Modified Atmosphere,0.192,2.3
Bakery,23.6,7.14,0.84,10.5,18.5,8.2,65.5,Standard Plastic,0.064,4.9
Produce,78.0,4.85,0.975,1.3,1.0,20.5,31.1,Standard Plastic,0.44,1.9
Snacks,11.0,5.36,0.385,4.2,13.1,20.4,72.9,Standard Plastic,0.209,117.7
Snacks,11.2,6.15,0.649,10.2,18.2,11.4,93.0,Vacuum Sealed,0.168,106.7
Meat,69.1,6.05,0.976,28.0,10.4,10.7,84.8,Glass,0.366,1.0
Snacks,9.5,7.25,0.47,8.8,29.0,6.5,83.8,Standard Plastic,0.088,87.0
Bakery,29.5,7.01,0.89,8.8,6.2,2.2,83.9,Vacuum Sealed,0.085,6.8
Bakery,38.0,6.54,0.809,5.2,12.0,16.6,38.5,Modified Atmosphere,0.268,5.7
Dairy,51.0,5.95,0.977,3.6,8.3,21.1,73.4,Modified Atmosphere,0.12,3.3
Produce,92.6,4.46,0.979,1.5,0.4,12.3,35.3,Modified Atmosphere,0.472,7.3
Beverages,93.1,4.26,0.963,2.8,0.2,19.0,59.8,Standard Plastic,0.238,101.0
Condiments,40.5,4.1,0.773,1.7,20.7,12.9,43.0,Standard Plastic,,177.8
Produce,87.2,5.89,,4.9,0.4,1.5,47.9,Vacuum Sealed,0.466,11.2
Bakery,36.6,6.88,0.846,6.1,13.0,12.1,53.1,Standard Plastic,0.343,5.7
Produce,81.7,3.76,0.965,4.0,0.8,5.9,90.5,Glass,0.319,7.5
Beverages,95.8,6.2,0.965,1.8,0.7,6.6,37.9,Standard Plastic,0.293,44.3
Produce,71.4,,0.987,1.8,0.9,5.5,30.0,Cardboard,0.422,6.7
Dairy,79.0,5.29,,6.7,2.1,22.0,36.6,Vacuum Sealed,0.367,4.1
Beverages,88.8,5.59,0.976,2.2,0.1,1.2,55.1,Standard Plastic,,48.5
Meat,55.4,5.94,0.972,25.7,13.9,17.5,60.7,Cardboard,0.205,1.0
Bakery,32.7,6.62,0.858,6.2,13.1,8.6,56.1,Glass,0.241,6.9
Seafood,78.8,6.2,0.973,20.7,3.2,1.1,89.8,Standard Plastic,0.028,1.6
Condiments,52.6,,0.889,1.6,21.1,22.6,58.2,Standard Plastic,0.464,144.3
Condiments,42.1,3.69,0.812,1.9,4.3,,34.1,Cardboard,0.466,183.4
Dairy,,4.9,0.98,5.4,7.7,23.5,51.4,Vacuum Sealed,0.248,3.8
Condiments,44.0,3.86,0.913,3.2,11.5,0.0,,Glass,0.373,183.7
Condiments,57.9,4.23,0.847,1.1,22.9,0.8,59.6,Modified Atmosphere,0.412,238.4
Meat,58.9,5.93,0.989,27.3,4.8,,70.6,Vacuum Sealed,0.169,1.3
Seafood,69.9,6.01,0.985,22.4,9.6,,57.2,Standard Plastic,0.052,1.2
Seafood,71.1,6.09,0.976,18.9,5.5,0.3,89.3,Cardboard,0.09,2.1
Snacks,2.4,7.11,0.351,5.1,32.4,16.0,,Modified Atmosphere,0.431,170.0
Bakery,41.9,6.03,0.835,6.6,9.8,17.2,85.9,Standard Plastic,0.438,4.4
Meat,64.6,5.82,0.983,24.2,9.9,5.0,92.5,Standard Plastic,0.367,1.6
Produce,84.4,5.53,0.959,4.0,1.5,21.3,54.5,Standard Plastic,,2.0
Produce,83.4,6.35,0.971,2.6,1.7,12.3,60.7,Standard Plastic,0.423,3.3
Dairy,71.9,4.25,0.976,5.0,8.5,17.7,83.9,Modified Atmosphere,0.093,4.2
Produce,78.5,4.48,0.984,4.6,0.9,19.7,45.4,Cardboard,,2.0
Snacks,7.8,0.3,0.218,8.7,14.0,65.0,80.2,Standard Plastic,0.309,121.6
Dairy,58.1,4.75,0.977,4.4,2.7,20.8,85.5,Modified Atmosphere,0.032,2.8
Seafood,70.7,6.64,0.977,21.0,6.2,6.9,91.9,Vacuum Sealed,0.469,1.0
Dairy,78.5,5.7,0.974,5.5,2.7,15.5,52.1,Cardboard,0.217,2.2
Beverages,92.0,5.97,0.998,0.6,0.9,14.6,72.0,Glass,0.134,117.3
Meat,73.7,14.6,0.972,23.8,5.1,14.5,79.8,Standard Plastic,0.44,1.0
Produce,,5.47,0.968,2.3,0.9,3.6,84.0,Standard Plastic,0.2,5.1
Bakery,39.9,5.63,0.947,10.7,11.3,24.3,48.7,Cardboard,,4.1
Dairy,47.1,4.26,0.979,6.4,,21.7,77.7,,0.343,5.1
Condiments,57.3,5.32,0.901,1.1,16.1,15.7,,Cardboard,0.429,92.7
Meat,64.9,6.36,0.972,23.7,12.7,,42.5,Glass,0.064,1.0
Seafood,67.9,6.78,0.984,24.1,7.0,17.0,36.2,Standard Plastic,0.44,1.0
Seafood,66.8,6.76,0.975,,1.6,8.3,36.1,Vacuum Sealed,0.329,1.0
Snacks,7.1,5.67,0.504,6.3,26.1,2.3,43.4,Modified Atmosphere,0.054,164.5
Seafood,76.7,6.87,0.979,24.4,4.4,9.7,31.2,Cardboard,0.165,1.0
Condiments,,5.3,0.802,3.4,10.9,2.4,59.5,Standard Plastic,0.204,150.2
Beverages,97.8,4.91,0.965,0.0,1.3,1.8,30.4,Modified Atmosphere,0.211,65.4
Snacks,13.6,7.48,0.482,8.3,22.5,25.0,65.6,,0.455,114.4
Produce,81.7,3.6,0.972,4.7,0.9,15.6,80.7,Glass,0.26,4.2
Seafood,65.0,6.8,0.972,15.6,5.4,20.5,38.2,Standard Plastic,,1.0
Dairy,65.0,5.48,0.977,4.2,8.4,12.2,51.7,Vacuum Sealed,0.119,4.2
Snacks,8.1,5.57,0.267,6.8,15.8,4.3,79.5,Cardboard,0.389,146.8
Bakery,33.6,5.92,0.85,8.9,14.3,2.4,81.8,Modified Atmosphere,0.057,6.6
Seafood,9.4,5.68,0.529,5.2,30.6,12.0,71.8,,0.448,146.1
Bakery,31.6,6.05,0.886,7.3,20.8,22.3,78.3,Modified Atmosphere,0.137,4.6
Beverages,98.9,6.06,0.99,2.9,1.0,17.4,37.2,,0.405,39.0
Snacks,6.8,5.6,0.375,4.0,34.2,14.3,38.3,,0.274,144.1
Condiments,43.1,3.42,0.8,1.3,26.7,5.0,79.2,Standard Plastic,0.237,175.2
Beverages,97.5,3.5,0.97,2.1,0.2,10.2,73.8,Standard Plastic,,57.9
Beverages,89.7,3.35,0.962,0.2,0.4,22.8,31.3,Standard Plastic,0.192,40.4
Snacks,4.6,5.26,0.579,10.5,27.5,20.1,94.3,Cardboard,0.26,88.7
Condiments,50.9,3.8,0.837,4.7,13.6,17.6,65.0,Vacuum Sealed,0.238,427.3
Bakery,32.4,6.16,0.864,11.0,9.0,23.4,74.8,Glass,0.278,5.2
Meat,59.1,6.26,0.984,24.2,12.9,23.6,45.1,Vacuum Sealed,0.327,1.2
Produce,,4.93,0.95,,2.0,,83.1,Standard Plastic,0.248,3.4
Beverages,89.4,4.37,0.966,2.4,0.1,,43.7,Cardboard,0.285,55.4
Snacks,11.1,6.53,0.255,8.2,25.7,18.8,37.9,Cardboard,0.026,492.0
Bakery,37.2,6.56,0.866,7.7,7.4,22.5,46.4,Vacuum Sealed,0.156,5.6
Meat,66.8,5.86,0.981,24.4,17.0,0.4,83.7,Vacuum Sealed,0.088,5.8
Bakery,23.6,5.94,0.88,6.7,15.1,6.8,91.6,Standard Plastic,0.029,4.5
Produce,91.7,4.46,0.988,4.5,0.8,2.1,77.1,Standard Plastic,0.391,7.8
Bakery,,7.49,0.906,5.2,21.5,7.1,59.0,,0.134,4.3
Beverages,92.3,6.94,0.977,0.3,1.4,17.8,54.4,Standard Plastic,0.281,102.7
Produce,82.0,4.95,0.972,1.4,1.6,12.0,83.4,Glass,0.159,3.4
Produce,75.6,6.76,0.984,19.8,5.7,0.3,90.2,Standard Plastic,0.102,2.0
Dairy,71.3,6.69,0.957,3.6,8.1,6.2,65.1,Vacuum Sealed,0.1,6.7
Seafood,78.6,6.44,0.988,20.0,8.6,1.7,78.4,Standard Plastic,0.176,1.7
Condiments,63.8,5.07,0.906,3.3,11.5,23.4,58.1,Standard Plastic,0.223,94.0
Meat,58.0,6.35,0.977,27.5,11.6,23.2,51.9,Glass,0.241,1.1
Bakery,30.1,6.11,0.857,10.7,23.6,13.6,73.0,Cardboard,0.049,3.9
Meat,70.3,6.05,0.972,23.8,17.0,3.2,58.3,Standard Plastic,0.338,2.8
Condiments,34.0,3.78,0.854,2.1,25.0,24.5,62.1,Vacuum Sealed,0.07,194.6
Produce,94.8,5.79,0.977,2.4,0.9,4.1,43.3,Standard Plastic,0.459,7.4
Snacks,5.2,5.68,0.484,11.5,16.1,19.4,55.6,Vacuum Sealed,0.005,162.2
Dairy,74.4,5.81,0.976,6.7,5.7,22.7,,,,3.4
Snacks,5.3,5.87,0.434,5.2,10.7,20.4,35.6,Modified Atmosphere,0.023,164.5
Dairy,79.9,5.77,0.971,3.5,8.6,3.0,73.5,Standard Plastic,0.451,9.7
Snacks,7.9,5.68,,10.3,20.3,21.2,94.3,Vacuum Sealed,0.023,145.2
Meat,72.4,5.81,0.979,19.7,9.0,19.4,32.0,Standard Plastic,0.408,1.1
Dairy,74.0,6.66,0.981,4.9,10.4,3.8,66.6,Standard Plastic,0.007,3.5
Dairy,,5.1,0.978,,2.5,18.5,54.6,Cardboard,0.21,2.4
Bakery,23.4,6.76,0.919,10.0,18.5,0.6,56.8,Standard Plastic,,6.1
Produce,86.6,5.13,0.97,2.5,0.5,7.9,91.5,Vacuum Sealed,0.026,3.7
Dairy,77.7,5.42,0.974,4.7,7.0,0.3,76.2,Standard Plastic,0.358,11.9
Produce,79.4,6.39,0.979,3.2,1.7,8.3,39.2,Modified Atmosphere,0.45,5.7
Condiments,61.5,3.99,0.769,1.3,6.8,21.0,66.1,Cardboard,0.135,215.8
Meat,68.7,6.19,0.964,18.8,8.1,4.7,72.5,Cardboard,0.079,2.6
Produce,86.3,4.02,0.973,2.6,0.7,3.6,90.7,Vacuum Sealed,0.013,8.3
Beverages,96.1,4.94,0.964,0.6,1.0,15.2,40.4,Glass,0.15,46.1
Produce,85.8,,0.971,3.8,0.8,8.3,47.5,Standard Plastic,0.18,3.9
Bakery,24.1,6.82,0.907,5.8,18.2,16.9,53.8,,0.489,5.6
Meat,56.9,5.54,0.985,18.1,5.6,1.7,94.7,Modified Atmosphere,0.075,3.2
Condiments,65.9,4.17,0.833,2.3,17.3,7.5,79.0,Vacuum Sealed,0.094,167.5
Beverages,96.2,,0.985,2.4,0.4,16.3,43.0,Standard Plastic,0.339,44.0
Produce,93.0,4.56,0.957,2.2,0.7,4.4,87.1,Glass,0.02,5.8
Snacks,5.3,6.84,0.594,3.6,15.2,22.8,71.2,Glass,0.129,110.0
Produce,74.0,5.03,0.979,4.6,0.7,18.3,80.7,Cardboard,0.249,1.3
Bakery,40.0,6.64,0.854,11.8,9.5,4.8,74.0,Standard Plastic,0.012,5.2
Seafood,64.7,6.5,0.986,17.3,6.1,0.2,64.5,Cardboard,0.077,1.8
Condiments,44.2,3.12,0.798,2.3,16.0,16.2,60.6,Modified Atmosphere,0.267,417.9
Produce,79.5,,0.977,1.0,0.6,15.8,34.7,Vacuum Sealed,0.324,3.6
Dairy,78.5,6.64,0.979,4.1,11.7,3.0,71.6,Vacuum Sealed,0.098,7.4
Bakery,,5.83,0.941,10.3,6.8,21.5,82.9,Vacuum Sealed,0.046,4.5
Bakery,31.2,6.17,0.807,8.7,10.4,22.8,53.9,Vacuum Sealed,0.15,5.2
Beverages,90.7,5.32,0.983,0.8,1.7,17.5,65.6,Standard Plastic,0.046,29.7
Condiments,48.6,4.21,0.909,3.6,3.1,6.3,89.7,Standard Plastic,0.007,104.0
Bakery,37.9,7.41,0.8,11.3,5.3,23.3,82.6,Glass,0.047,4.6
Snacks,10.4,5.01,0.419,6.8,17.2,2.4,44.3,Modified Atmosphere,0.468,194.5
Meat,64.6,6.11,0.988,23.2,8.1,6.7,71.9,Standard Plastic,0.104,1.8
Produce,80.0,6.2,0.952,1.3,0.4,3.9,92.1,Glass,0.033,4.8
Bakery,29.0,6.04,0.928,10.1,7.0,18.9,37.2,Cardboard,,3.2
Meat,65.6,6.1,0.968,19.7,18.4,0.2,79.1,Glass,0.057,4.1
Seafood,76.3,6.13,0.984,21.1,11.4,8.5,37.0,Standard Plastic,0.043,1.0
Condiments,51.9,4.28,0.826,3.8,23.1,15.6,67.7,Modified Atmosphere,0.251,406.2
Produce,79.0,3.76,0.973,2.6,1.7,12.8,77.5,Vacuum Sealed,0.232,5.8
dairy,61.2,6.69,0.977,23.6,10.0,24.6,90.9,Standard Plastic,,1.0
Produce,85.7,3.97,0.976,1.8,0.0,8.4,91.1,Glass,0.027,4.0
Produce,,5.24,,2.3,1.2,20.6,36.1,Glass,0.162,2.1
Produce,88.0,4.07,0.972,3.0,1.2,11.5,83.9,Glass,0.355,5.3
Dairy,74.8,6.71,0.988,7.9,5.7,4.6,69.4,Modified Atmosphere,0.021,5.0
Produce,80.5,6.13,0.976,4.6,2.0,2.7,45.1,Cardboard,0.479,5.2
Bakery,37.5,6.08,0.891,10.6,20.5,13.1,48.5,Glass,0.093,4.9
Produce,,6.45,0.98,1.8,1.8,17.6,59.5,Standard Plastic,0.425,2.0
Seafood,75.0,6.03,0.988,22.6,11.5,1.4,68.8,Standard Plastic,0.165,1.9
Dairy,65.6,5.39,0.974,5.6,8.6,5.8,54.5,Glass,0.264,8.4
Snacks,7.7,7.36,0.204,9.9,16.5,29.0,39.3,Standard Plastic,0.107,213.3
Beverages,89.1,6.7,0.967,2.8,2.0,13.9,60.3,Cardboard,0.249,127.3
Bakery,24.4,6.58,0.817,5.6,15.5,8.2,79.1,Standard Plastic,0.489,7.3
Seafood,65.1,,0.976,17.0,7.0,15.0,69.6,Standard Plastic,0.211,1.0
Beverages,88.0,5.87,0.983,0.4,0.6,12.1,65.0,Standard Plastic,0.332,45.3
Meat,70.3,6.01,0.987,19.6,6.7,7.7,80.1,Standard Plastic,0.147,1.6
Produce,79.0,4.74,0.977,4.0,1.5,15.2,48.9,Cardboard,0.276,2.5
Condiments,61.4,3.95,0.804,2.0,5.5,19.5,63.4,Cardboard,0.396,289.6
Bakery,27.0,7.46,,10.2,15.6,15.2,55.6,Cardboard,0.286,5.1
Produce,88.7,3.96,0.962,2.7,0.5,8.9,86.0,Standard Plastic,0.013,2.8
Bakery,35.5,6.64,0.908,10.5,7.2,23.2,48.8,Glass,0.004,3.3
Seafood,79.7,6.68,0.982,17.4,1.7,0.7,75.6,Glass,0.002,2.4
Produce,76.7,14.8,0.987,1.3,1.6,15.5,50.5,Modified Atmosphere,0.02,4.5
Meat,61.5,6.16,0.986,23.2,10.6,8.5,85.1,Standard Plastic,0.416,1.0
Dairy,46.7,4.28,0.986,6.9,6.3,14.5,33.4,Modified Atmosphere,,5.5
Dairy,65.3,5.12,0.977,6.7,2.5,14.8,91.9,Modified Atmosphere,0.454,3.4
Beverages,97.5,,,1.0,0.6,18.2,49.8,Vacuum Sealed,0.187,66.9
Produce,71.4,,0.966,3.0,1.8,5.3,57.7,Cardboard,0.214,4.6
Beverages,85.2,2.97,0.982,2.6,1.9,20.8,71.1,Vacuum Sealed,0.062,105.6
Snacks,8.6,5.02,0.255,12.0,26.8,7.7,87.0,Glass,0.008,139.7
Beverages,89.6,4.41,0.963,2.4,0.2,17.1,56.4,Standard Plastic,0.103,53.0
Meat,61.4,6.05,0.988,21.2,5.2,11.8,81.4,Cardboard,0.251,1.0
Beverages,94.1,4.23,0.976,2.7,0.8,7.9,55.2,Standard Plastic,0.037,38.9
Condiments,64.7,,0.891,,7.3,,58.7,Cardboard,0.234,114.3
Condiments,41.2,3.97,0.758,4.8,22.8,22.4,51.0,Vacuum Sealed,0.141,308.8
Bakery,37.5,5.69,0.823,8.0,16.8,21.8,48.4,Vacuum Sealed,0.124,6.8
Bakery,34.1,6.52,0.933,7.8,14.4,22.7,90.5,Cardboard,0.069,2.6
Dairy,63.0,6.27,0.987,3.7,3.7,16.4,55.0,Glass,0.475,3.1
Dairy,74.0,5.33,0.98,5.5,,4.0,83.3,Standard Plastic,0.046,6.6
Beverages,90.8,4.61,0.951,0.5,1.4,24.0,57.5,Standard Plastic,0.01,39.9
Dairy,73.7,6.64,0.965,7.2,9.7,3.5,70.4,Cardboard,0.054,4.2
Dairy,72.9,6.65,0.989,7.7,3.0,7.0,69.5,Modified Atmosphere,0.14,5.2
Condiments,65.0,3.59,0.811,1.6,20.0,6.7,53.2,Cardboard,0.12,162.4
Condiments,30.2,4.61,0.789,4.4,2.3,22.5,91.7,Cardboard,0.405,99.7
Snacks,,0.5,0.543,10.7,24.2,58.0,73.6,Modified Atmosphere,0.237,122.5
Meat,71.8,5.71,0.968,23.4,8.0,7.7,79.1,Vacuum Sealed,0.033,3.0
Snacks,12.2,6.8,0.342,11.4,17.9,17.2,69.2,Standard Plastic,0.445,146.8
Condiments,69.1,3.35,0.723,3.4,15.3,,44.0,Glass,0.042,219.6
Dairy,79.2,5.8,,3.6,3.7,11.8,93.0,Glass,0.449,3.0
Seafood,80.2,6.29,0.983,18.5,5.8,1.7,89.0,Glass,0.096,2.1
Bakery,,6.25,0.803,8.9,23.3,9.8,84.9,Vacuum Sealed,0.084,6.2
Meat,71.3,6.14,0.982,20.9,19.7,11.0,49.2,Standard Plastic,0.26,1.0
Dairy,47.4,4.28,,4.3,6.4,18.5,69.3,Standard Plastic,0.059,3.7
Produce,83.4,4.15,0.965,4.3,0.7,6.3,48.1,Cardboard,,5.6
Meat,55.1,6.41,0.981,19.7,16.8,22.3,76.0,Cardboard,0.045,1.0
Snacks,3.0,5.89,0.292,10.7,31.2,10.3,69.8,Standard Plastic,0.375,155.6
Snacks,5.2,7.42,0.27,9.7,31.5,24.1,41.3,Modified Atmosphere,0.036,441.0
Dairy,,4.29,0.971,6.6,3.5,12.8,36.1,Cardboard,0.172,3.2
Seafood,66.4,6.8,0.981,22.1,11.9,9.7,81.4,Modified Atmosphere,0.141,1.0
Snacks,8.0,5.26,0.634,6.8,24.2,20.3,84.7,Standard Plastic,0.321,108.0
Snacks,11.0,6.61,,7.4,17.6,20.3,62.2,Cardboard,0.229,78.4
Meat,61.9,6.13,0.982,22.3,,21.0,79.6,Vacuum Sealed,0.123,1.0
Bakery,35.9,6.25,0.891,7.9,13.5,22.1,53.6,Vacuum Sealed,0.04,3.6
Dairy,73.1,4.53,0.979,5.8,9.2,12.4,91.2,Cardboard,0.288,2.8
Beverages,96.8,5.15,0.962,0.1,0.1,14.3,83.3,Standard Plastic,0.175,34.8
Meat,65.0,6.34,0.989,27.8,4.7,7.6,71.5,Standard Plastic,0.464,1.0
Beverages,95.8,4.96,0.97,1.2,1.9,20.7,94.0,Cardboard,0.308,25.4
Seafood,78.2,6.17,0.983,16.4,6.2,4.0,77.6,Cardboard,0.109,1.9
Condiments,44.1,3.77,0.763,3.5,10.0,18.3,56.3,Vacuum Sealed,0.392,250.1
Dairy,65.1,6.09,,6.3,,21.6,50.4,Standard Plastic,0.42,2.5
Dairy,68.9,,0.99,4.3,5.1,16.1,58.4,Modified Atmosphere,0.167,4.8
Snacks,8.1,,0.509,9.5,21.4,10.8,56.7,Standard Plastic,0.183,112.3
Snacks,11.1,6.3,0.216,8.9,17.5,28.9,53.5,Glass,0.006,231.3
Seafood,78.7,6.26,0.985,22.2,9.3,5.5,58.8,Standard Plastic,0.385,1.0
Meat,110.1,6.45,0.99,27.7,4.8,7.0,46.5,Vacuum Sealed,0.486,1.8
Dairy,75.8,4.5,0.974,5.2,7.0,12.3,86.7,Standard Plastic,0.24,3.4
Condiments,42.8,5.19,0.905,3.3,2.3,6.4,36.1,Standard Plastic,0.438,136.6
Snacks,13.6,7.2,0.433,7.1,20.3,12.9,63.8,Cardboard,0.325,105.6
Seafood,76.7,6.53,0.984,15.3,4.0,11.7,35.0,Glass,0.197,1.0
Dairy,68.4,5.89,0.97,7.0,9.5,0.5,40.0,Cardboard,0.229,11.2
Seafood,65.1,6.37,0.982,16.1,4.9,10.3,,Standard Plastic,0.035,1.0
Meat,62.4,6.05,0.98,20.0,7.4,1.1,75.6,Standard Plastic,0.106,2.8
Beverages,95.1,3.83,0.975,1.9,1.6,16.1,40.9,Standard Plastic,0.196,49.2
Meat,70.7,6.05,0.979,21.8,17.3,7.5,84.2,Glass,0.122,2.8
Snacks,10.5,5.9,0.279,5.1,,0.2,60.7,Standard Plastic,0.117,163.9
Meat,66.0,6.0,0.964,21.4,7.4,7.2,70.9,Modified Atmosphere,0.087,2.9
Seafood,65.1,6.18,0.989,19.1,,19.9,59.7,Modified Atmosphere,0.134,1.0
Produce,70.3,6.49,0.978,2.4,0.6,6.6,44.5,Glass,0.042,4.7
Dairy,45.3,4.41,0.971,5.8,7.0,1.3,48.9,Cardboard,0.051,10.7
Snacks,9.6,6.46,0.328,7.0,30.6,6.6,59.2,Standard Plastic,0.332,131.2
Produce,82.3,5.27,0.961,2.9,0.4,3.2,92.9,Vacuum Sealed,0.025,6.6
Bakery,36.2,5.53,0.919,8.2,12.9,18.9,44.6,Modified Atmosphere,0.245,6.0
Meat,62.6,6.13,0.989,25.9,8.2,4.4,65.4,Standard Plastic,0.413,1.9
Bakery,30.6,7.09,0.874,11.2,19.7,7.9,55.7,Standard Plastic,0.447,6.1
Snacks,14.7,7.09,0.38,8.5,11.9,9.5,30.6,Standard Plastic,0.411,132.7
Beverages,91.5,4.55,0.986,0.9,0.7,4.7,65.3,Vacuum Sealed,0.227,525.7
Dairy,57.2,6.12,0.982,7.7,7.7,10.5,57.7,Cardboard,0.288,2.6
Condiments,68.9,3.37,,4.0,29.0,11.0,48.1,Glass,0.163,194.0
Meat,72.5,5.91,0.975,23.3,8.7,5.2,82.0,Standard Plastic,0.234,1.7
Meat,65.5,6.01,0.98,27.7,18.5,4.0,54.0,Standard Plastic,0.18,2.1
Produce,92.3,5.65,0.983,1.9,0.9,6.9,91.5,Standard Plastic,0.048,2.7
Meat,61.7,5.92,0.975,18.1,17.1,0.3,72.6,Glass,0.03,4.1
